product_id,name,brand,size_text,food_group,stores_sample,current_sub_code,new_sub_code,food_group_corrected,food_group_corrected_prev,new_sub_code_prev,confidence
66356,Preah Vihear jasmiiniriis 5kg,Preah Vihear,5 kg,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
44192,Presto pasta bolognese 300g,Presto,300 g,dry_preserves,"Barbora, Coop, Maxima, Prisma, Selver",,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
3921,Proteiinibatoon pähklitega 50 g,Proteiinibatoon,50 g,dry_preserves,Prisma,,sweets_chocolate_bars,sweets_snacks,sweets_snacks,sweets_chocolate_bars,high
46530,"Proteiinipuding valge šokolaadi-pähklimaitseline, VALIO PROFEEL, 150g",Profeel,150 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,dairy_desserts,dairy_eggs_fats,sweets_snacks,sweets_chocolate_bars,high
11628,"Puding Alma šokolaadi-metsapähkli maitseline, ALMA, 230 G",Puding,230 g,dry_preserves,"Barbora, Coop, Maxima, Prisma, Rimi, Selver",,dairy_desserts,dairy_eggs_fats,sweets_snacks,sweets_chocolate_bars,high
26877,Puhastusõli Beauty of Joseon Ginsengi 210ml,Puhastusõli Beauty,210 ml,dry_preserves,Prisma,,drinks_spirits,drinks,drinks,drinks_spirits,high
19654,Punase riisi tabletid N60,Punase,,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
3324,"Rääbis, roogitud, jahutatud","Rääbis,",,dry_preserves,Prisma,,dry_flour_sugar_baking,dry_preserves,dry_preserves,dry_flour_sugar_baking,high
23627,Rainbow basmatiriis 1kg,Rainbow,1 kg,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
44208,Rainbow bologna mahepasta 190g,Rainbow,190 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
20852,Rainbow jasmiiniriis 1 kg,Rainbow,1 kg,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
67741,"Rainbow pähklite segu: india pähklid, maapähklid, pistaatsia 200g",Rainbow,200 g,dry_preserves,Prisma,,sweets_nuts_driedfruit,sweets_snacks,sweets_snacks,sweets_nuts_driedfruit,high
43214,Rainbow Pasta Bolognese 12k,Rainbow Pasta,,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
9619,Rainbow riisisuupiste õuna ja kaneeliga 175g,Rainbow,175 g,dry_preserves,Prisma,,produce_apples_pears,produce,dry_preserves,dry_pasta_rice,high
7805,Rainbow tšillimaitseaine 120 g,Rainbow,120 g,dry_preserves,Prisma,,spices_herbs_spice_mix,world_spices,world_spices,spices_herbs_spice_mix,high
4214,Rainbow tuhksuhkur 250 g,Rainbow,250 g,dry_preserves,Prisma,,dry_flour_sugar_baking,dry_preserves,dry_preserves,dry_flour_sugar_baking,high
270,Rainbow valged oad tomatikastmes 390g,Rainbow,390 g,dry_preserves,Prisma,,produce_root_veg,produce,dry_preserves,dry_groats_beans,high
21751,Raisio sunnuntai anni helena koogijahu 2 kg,Raisio,2 kg,dry_preserves,Prisma,,dry_flour_sugar_baking,dry_preserves,dry_preserves,dry_flour_sugar_baking,high
3434,RANA Lasanje bolognese kastmega 350 g,RANA Lasanje,350 g,dry_preserves,Prisma,,sauces_other,sauces_oils,dry_preserves,dry_other,heuristic
26328,"Rannakarbid Aperitif veinikastmes, VILSUNDBLUE, 350 g",Rannakarbid,200 g,dry_preserves,"Prisma, Selver",,drinks_wine,drinks,drinks,drinks_wine,high
211,Rannaküla sprotid õlis 160 g,Rannaküla,160 g,dry_preserves,"Prisma, Selver",,oils_other,sauces_oils,sauces_oils,oils_other,high
6283,"Rannamoisa Broilerikintsud, Kg","Rannamoisa Broilerikintsud,",,dry_preserves,Prisma,,meat_poultry,meat_fish,sauces_oils,oils_other,high
4821,Rannamoisa Broilerikintsud Seljata 500G,Rannamoisa Broilerikintsud,500 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,meat_poultry,meat_fish,sauces_oils,oils_other,high
32856,Rannamoisa Broilerikoivatükid 500G,Rannamoisa Broilerikoivatükid,500 g,dry_preserves,"Prisma, Selver",,meat_poultry,meat_fish,sauces_oils,oils_other,high
8102,Rannamoisa Broileripoolkoivad 500 G,Rannamoisa Broileripoolkoivad,500 g,dry_preserves,"Coop, Prisma, Rimi",,meat_poultry,meat_fish,sauces_oils,oils_other,high
1302,Rannamoisa Broileri Rinnafilee 500G,Rannamoisa Broileri,500 g,dry_preserves,"Coop, Prisma, Selver",,meat_poultry,meat_fish,sauces_oils,oils_other,high
306271,Rannamoisa Broileri Rinnafileepalad 500G,Rannamoisa Broileri,500 g,dry_preserves,Prisma,,meat_poultry,meat_fish,sauces_oils,oils_other,high
218,Rannamoisa Kergelt Vürtsikad Broileritiivad 400 G,Rannamoisa Kergelt,400 g,dry_preserves,"Prisma, Selver",,meat_poultry,meat_fish,sauces_oils,oils_other,high
3015,Rannamoisa Pardimaks Jahutatud 500 G,Rannamoisa Pardimaks,500 g,dry_preserves,Prisma,,dry_flour_sugar_baking,dry_preserves,dry_preserves,dry_flour_sugar_baking,high
124141,"Rannamoisa Pardi Rinnafilee Jahutatud, Nahaga, Kg",Rannamoisa Pardi,,dry_preserves,"Prisma, Selver",,dry_flour_sugar_baking,dry_preserves,dry_preserves,dry_flour_sugar_baking,high
490543,Rannamõisa Pohla Broileripooltiivad 500G,Rannamõisa Pohla,500 g,dry_preserves,Prisma,,produce_berries,produce,sauces_oils,oils_other,high
21113,Real Snacks Moomin maisipulgad 35 g,Real Snacks,35 g,dry_preserves,Prisma,,dry_canned_veg,dry_preserves,dry_preserves,dry_other,high
68547,"Reservväelaste konserv, LINNAMÄE LIHATÖÖSTUS, 240 g",Linnamäe,240 g,dry_preserves,"Barbora, Coop, Maxima, Prisma, Selver",,dry_canned_veg,dry_preserves,dry_preserves,dry_other,high
70729,Ricefield punane jasmiiniriis 1kg,Ricefield,1 kg,dry_preserves,"Prisma, Selver",,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
48390,"Riisijook, 1 l","Riisijook,",1 l,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_other,high
29200,Riisipirukas,Riisipirukas,,dry_preserves,Prisma,,bakery_cakes_pastries,bakery,dry_preserves,dry_other,high
18030,Riisiproteiin mahe 650 g,Riisiproteiin,650 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_other,high
20287,Risella basmati riis 1kg,Risella,1 kg,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
20478,Risella söömisvalmis basmatiriis laimi ja koriandriga 200 g,Risella,200 g,dry_preserves,Prisma,,produce_tropical,produce,dry_preserves,dry_pasta_rice,high
72135,Risella söömisvalmis jasmiiniriis 200 g,Risella,200 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
70199,Risella söömisvalmis kleepuv riis 200 g,Risella,200 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
45754,Risifrutti maasika-riisi vahepala 175g,Risifrutti,175 g,dry_preserves,Prisma,,produce_berries,produce,dry_preserves,dry_other,high
66530,Riso pasini arborio riis 500g,Riso,500 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
20766,"Riso Pasini Arborio risotoriis, 1 kg",Riso Pasini,1 kg,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
23229,Riso Pasini Risotti risotoriis 1kg,Riso Pasini,1 kg,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
21900,"Riso Pasini sushiriis, 500 g",Riso Pasini,500 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
23221,Riso scotti hakumaki sushi riis 500g,Riso,500 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
21739,Riso Scotti must valmis täisterariis 230 g,Riso Scotti,230 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
22170,"Riso Scotti, pikateraline riis, 1 kg","Riso Scotti,",1 kg,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
19829,Riso Scotti risotoriis 1 kg,Riso Scotti,1 kg,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
23343,"Rummo Conchiglie Rigate Pasta # 42, 500 g",Rummo Conchiglie,500 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,drinks,drinks_spirits,high
130166,"Rummo Fusili Pasta # 48, 500 g",Rummo Fusili,500 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,drinks,drinks_spirits,high
68261,"Rummo gluteenivaba pasta fusilli no 48, 400 g",Rummo,400 g,dry_preserves,Prisma,,bakery_gluten_free,bakery,drinks,drinks_spirits,high
23483,"Rummo Linguine Pasta # 13, 500 g",Rummo Linguine,500 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,drinks,drinks_spirits,high
65046,Rummo mezzi rigatoni pasta nr 51 500 g,Rummo,500 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,drinks,drinks_spirits,high
3004,Saarioinen Hele Suur Riisipirukas 630 G,Saarioinen Hele,630 g,dry_preserves,Prisma,,bakery_cakes_pastries,bakery,dry_preserves,dry_pasta_rice,high
239,"Saida filee nahata, jahutatud, kg",Saida,,dry_preserves,Prisma,,bakery_buns_croissants,bakery,dry_preserves,dry_flour_sugar_baking,high
27608,Salvest Pastakaste ürtidega 460 g,Salvest Pastakaste,460 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
3066,Salvest tomatipasta 300 g,Salvest,300 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,produce_root_veg,produce,dry_preserves,dry_pasta_rice,high
2654,Salvest tomatipasta ürtidega 300 g,Salvest,300 g,dry_preserves,"Coop, Prisma, Selver",,produce_root_veg,produce,dry_preserves,dry_pasta_rice,high
4241,Santa Maria broilerimaitseaine 30 g,Santa Maria,30 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,meat_poultry,meat_fish,sauces_oils,oils_other,high
5627,Santa Maria broilerimaitseaine 90 g,Santa Maria,90 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,meat_poultry,meat_fish,sauces_oils,oils_other,high
4556,Santa Maria burrito maitseainesegu 28 g,Santa Maria,28 g,dry_preserves,"Coop, Prisma",,spices_herbs_spice_mix,world_spices,world_spices,spices_herbs_spice_mix,high
5887,Santa Maria garam masala maitseainesegu 33g,Santa Maria,33 g,dry_preserves,"Coop, Prisma, Selver",,spices_herbs_spice_mix,world_spices,world_spices,spices_herbs_spice_mix,high
6616,Santa Maria guacamole-kastme maitseainesegu 15 g,Santa Maria,15 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,spices_herbs_spice_mix,world_spices,world_spices,spices_herbs_spice_mix,high
3734,"Santa Maria kaerajahu tortillad, 6 tk, 240 g",Santa Maria,240 g,dry_preserves,Prisma,,produce_herbs_salads_sprouts,produce,dry_preserves,dry_flour_sugar_baking,high
55817,Santa Maria kartulimaitseaine 100 g,Santa Maria,100 g,dry_preserves,"Coop, Prisma, Selver",,produce_root_veg,produce,world_spices,spices_herbs_spice_mix,high
31557,Santa Maria kartulimaitseaine 30 g,Santa Maria,30 g,dry_preserves,"Coop, Prisma, Selver",,produce_root_veg,produce,world_spices,spices_herbs_spice_mix,high
5382,Santa Maria kartulimaitseaine 350 g,Santa Maria,350 g,dry_preserves,"Coop, Selver",,produce_root_veg,produce,world_spices,spices_herbs_spice_mix,high
7290,"Santa Maria kirju aedoa pasta, 215 g",Santa Maria,215 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
7213,Santa Maria kotletimaitseaine 28 g,Santa Maria,28 g,dry_preserves,"Prisma, Selver",,spices_herbs_spice_mix,world_spices,world_spices,spices_herbs_spice_mix,high
7913,Santa Maria magus tšillikaste 500ml less sugar,Santa Maria,500 ml,dry_preserves,"Coop, Prisma, Rimi, Selver",,dry_flour_sugar_baking,dry_preserves,dry_preserves,dry_other,high
2556,"Santa Maria maitseainesegu Tex Mex Taco Spice Mix, 28 g",Santa Maria,28 g,dry_preserves,Prisma,,spices_herbs_spice_mix,world_spices,world_spices,spices_herbs_spice_mix,high
28118,"Santa Maria maitseainesegu tortilja- ja takotäidistele, 3 × 28 g",Santa Maria,3x28 g,dry_preserves,Prisma,,bakery_flatbreads_wraps,bakery,world_spices,spices_herbs_spice_mix,high
127316,Santa Maria piparkoogimaitseaine 30 g,Santa Maria,30 g,dry_preserves,"Coop, Prisma, Selver",,spices_basic_salt_pepper,world_spices,world_spices,spices_basic_salt_pepper,high
21276,Santa Maria riisinuudlid 180 g,Santa Maria,180 g,dry_preserves,"Coop, Prisma, Selver",,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
5131,"Santa Maria Taco Hot Cayenne Spice Mix, maitseainesegu tortilja- ja takotäidistele, 28 g",Santa Maria,28 g,dry_preserves,Prisma,,bakery_flatbreads_wraps,bakery,world_spices,spices_herbs_spice_mix,high
3195,"Santa Maria Tex Mex maitseainesegu Fajita Original, 28 g",Santa Maria,28 g,dry_preserves,Prisma,,drinks_spirits,drinks,drinks,drinks_spirits,high
4437,Santa Maria tikka masala maitseainesegu 35g,Santa Maria,35 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,spices_herbs_spice_mix,world_spices,world_spices,spices_herbs_spice_mix,high
28205,Santa Maria universaalne maitseaine 350 g,Santa Maria,350 g,dry_preserves,"Prisma, Selver",,spices_herbs_spice_mix,world_spices,world_spices,spices_herbs_spice_mix,high
144211,Santa Maria vanilliinsuhkur 35 g,Santa Maria,35 g,dry_preserves,"Coop, Prisma, Selver",,dry_flour_sugar_baking,dry_preserves,dry_preserves,dry_flour_sugar_baking,high
144352,Santa Maria vanillisuhkur 20 g,Santa Maria,20 g,dry_preserves,"Coop, Prisma, Selver",,dry_flour_sugar_baking,dry_preserves,dry_preserves,dry_flour_sugar_baking,high
3834,SANTE CRUNCHY banaani-müslibatoon šokolaadiga 40g,SANTE CRUNCHY,40 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,produce_tropical,produce,sweets_snacks,sweets_chocolate_bars,high
2193,"SANTE CRUNCHY ploomi müslibatoon, vaniljemaitselise glasuuriga 40g",SANTE CRUNCHY,40 g,dry_preserves,"Coop, Prisma",,dry_cereals_muesli,dry_preserves,sweets_snacks,sweets_chocolate_bars,high
20171,"Sante fit granola pähkli-kakao, ilma lisatud suhkruta 300g",Sante,300 g,dry_preserves,Prisma,,dry_cereals_muesli,dry_preserves,dry_preserves,dry_flour_sugar_baking,high
21859,Sante go on protein granola röstitud müsli pähklite ja šokolaadiga 300 g,Sante,300 g,dry_preserves,"Coop, Prisma",,dry_cereals_muesli,dry_preserves,sweets_snacks,sweets_chocolate_bars,high
21689,Sante krõbe müsli maapähklite ja maapähklikreemiga granola 350 g,Sante,350 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,dry_cereals_muesli,dry_preserves,dry_preserves,dry_cereals_muesli,high
70815,Sante krõbe müsli punaste marjadega granola premium 350 g,Sante,350 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,produce_berries,produce,dry_preserves,dry_cereals_muesli,high
22034,Sante krõbe müsli tumeda šokolaadiga granola 350 g,Sante,350 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,dry_cereals_muesli,dry_preserves,sweets_snacks,sweets_chocolate_bars,high
23408,Sante protein granola müsli brownie-kirsi 300g,Sante,300 g,dry_preserves,"Coop, Prisma",,dry_cereals_muesli,dry_preserves,dry_preserves,dry_cereals_muesli,high
64849,Sante röstitud müsli banaani ja šokolaadiga 350 g,Sante,350 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,produce_tropical,produce,sweets_snacks,sweets_chocolate_bars,high
65321,Schär gluteenivaba jahu 500 g,Schär,500 g,dry_preserves,"Coop, Prisma, Selver",,bakery_gluten_free,bakery,dry_preserves,dry_flour_sugar_baking,high
21297,Schär mix c gluteenivaba küpsetiste jahusegu 1 kg,Schär,1 kg,dry_preserves,"Coop, Prisma, Selver",,bakery_gluten_free,bakery,dry_preserves,dry_flour_sugar_baking,high
53524,"Sea saba, jahutatud 600 g",Sea,600 g,dry_preserves,Prisma,,dry_flour_sugar_baking,dry_preserves,dry_preserves,dry_flour_sugar_baking,high
46746,Seedwealth päevalilleseemnehalvaa maapähklitega 200g,Seedwealth,200 g,dry_preserves,Prisma,,sweets_nuts_driedfruit,sweets_snacks,dry_preserves,dry_other,high
